element_system,composition,phase,functional,cutoff_energy,kpoint_density,pseudopotential,code,formation_energy,formation_energy_uncertainty,cohesive_energy,cohesive_energy_uncertainty,lattice_constant_a,lattice_constant_b,lattice_constant_c,lattice_constant_uncertainty,lattice_distortion,lattice_distortion_uncertainty,temperature,pressure,magnetic_ordering,source_id,source_doi,calculation_date,notes
Hf,"{""Hf"": 33.3, ""N"": 66.7}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.0343,,4.3919,,3.2617,,3.8111,,38.4455,,,0.0,,MP-BROAD-mp-1009219-23cfe1bca491,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1009219, HfN2, spacegroup=P-6m2"
Hf-Mg,"{""Hf"": 12.5, ""Mg"": 87.5}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1285,,2.2547,,6.4082,,5.0653,,0.2069,,,0.0,,MP-BROAD-mp-1016256-c370e1b90014,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1016256, HfMg7, spacegroup=P-6m2"
Hf-Mg,"{""Hf"": 20.0, ""Mg"": 20.0, ""O"": 60.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.0377,,0.1003,,4.0725,,,,48.8436,,,0.0,,MP-BROAD-mp-1016825-f939b5b71dcc,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1016825, HfMgO3, spacegroup=Pm-3m"
Hf,"{""Hf"": 33.3, ""N"": 66.7}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.0784,,4.3477,,3.2569,,7.6067,,38.4455,,,0.0,,MP-BROAD-mp-1018716-88aeb76285d7,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1018716, HfN2, spacegroup=P6_3/mmc"
Hf-Ta,"{""Hf"": 16.7, ""N"": 50.0, ""Ta"": 33.3}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.16,,5.0727,,5.2506,,2.992,,33.6552,,,0.0,,MP-BROAD-mp-1018718-a7e963fa59f4,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1018718, HfTa2N3, spacegroup=P6/mmm"
Hf-Si-V,"{""Hf"": 33.3, ""Si"": 33.3, ""V"": 33.3}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.7784,,4.6761,,3.6475,,7.139,,12.6285,,,0.0,,MP-BROAD-mp-1018720-6e2402305ecc,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1018720, HfVSi, spacegroup=P4/nmm"
Hf,"{""Hf"": 33.3, ""O"": 66.7}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.9689,,-0.1035,,3.558,,5.1719,,50.187,,,0.0,,MP-BROAD-mp-1018721-be5169ff7a3f,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1018721, HfO2, spacegroup=P4_2/nmc"
Hf-Mg,"{""Hf"": 6.2, ""Mg"": 93.8}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0712,,1.8869,,6.4132,,10.1758,,0.1508,,,0.0,,MP-BROAD-mp-1023478-eaa041256d9f,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1023478, HfMg15, spacegroup=P-6m2"
Al-Hf-Ni,"{""Al"": 62.5, ""Hf"": 12.5, ""Ni"": 25.0}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.5832,,3.4505,,3.9802,,7.7298,,7.6358,,,0.0,,MP-BROAD-mp-1025457-997126794fa2,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1025457, HfAl5Ni2, spacegroup=I4/mmm"
Hf-Mg-Ti,"{""Hf"": 6.2, ""Mg"": 87.5, ""Ti"": 6.2}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1332,,2.1544,,6.3693,,10.1013,,1.9703,,,0.0,,MP-BROAD-mp-1026394-41ce98b79bcb,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1026394, HfMg14Ti, spacegroup=P-6m2"
Hf-Mg,"{""C"": 6.2, ""Hf"": 6.2, ""Mg"": 87.5}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.3375,,2.515,,6.2815,,9.8489,,12.9348,,,0.0,,MP-BROAD-mp-1026419-342e255d202d,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1026419, HfMg14C, spacegroup=P-6m2"
Cr-Hf-Mg,"{""Cr"": 6.2, ""Hf"": 6.2, ""Mg"": 87.5}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.148,,2.1227,,6.3468,,10.1504,,4.8837,,,0.0,,MP-BROAD-mp-1026470-70c1ac20ede7,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1026470, HfMg14Cr, spacegroup=P-6m2"
Hf-Mg-Si,"{""Hf"": 6.2, ""Mg"": 87.5, ""Si"": 6.2}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0888,,2.0964,,6.2739,,10.2138,,6.5924,,,0.0,,MP-BROAD-mp-1026668-47b6f99098b4,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1026668, HfMg14Si, spacegroup=P-6m2"
Cu-Hf-Mg,"{""Cu"": 6.2, ""Hf"": 6.2, ""Mg"": 87.5}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0859,,2.0228,,6.3257,,10.0286,,4.8837,,,0.0,,MP-BROAD-mp-1026896-8802b3fc2c36,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1026896, HfMg14Cu, spacegroup=P-6m2"
Fe-Hf-Mg,"{""Fe"": 6.2, ""Hf"": 6.2, ""Mg"": 87.5}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1955,,2.1814,,6.2913,,10.0531,,5.1932,,,0.0,,MP-BROAD-mp-1027813-64de61917408,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1027813, HfMg14Fe, spacegroup=P-6m2"
Hf-Mg-Mn,"{""Hf"": 6.2, ""Mg"": 87.5, ""Mn"": 6.2}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.131,,2.0325,,6.3401,,10.112,,5.0384,,,0.0,,MP-BROAD-mp-1028077-186920ec0e12,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1028077, HfMg14Mn, spacegroup=P-6m2"
Al-Hf-Mg,"{""Al"": 6.2, ""Hf"": 6.2, ""Mg"": 87.5}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0679,,1.9986,,6.356,,10.1639,,2.5791,,,0.0,,MP-BROAD-mp-1028153-d55860f87602,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1028153, HfMg14Al, spacegroup=P-6m2"
Hf-Mg-V,"{""Hf"": 6.2, ""Mg"": 87.5, ""V"": 6.2}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1604,,2.2101,,6.342,,10.1994,,3.9582,,,0.0,,MP-BROAD-mp-1028277-ec6bfb5190a6,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1028277, HfMg14V, spacegroup=P-6m2"
Hf-Mg-Ni,"{""Hf"": 6.2, ""Mg"": 87.5, ""Ni"": 6.2}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0956,,2.0915,,6.2776,,10.0375,,5.5032,,,0.0,,MP-BROAD-mp-1028337-69f9c0a275e4,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1028337, HfMg14Ni, spacegroup=P-6m2"
Co-Hf-Mg,"{""Co"": 6.2, ""Hf"": 6.2, ""Mg"": 87.5}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.143,,2.1357,,6.2952,,10.0176,,5.3482,,,0.0,,MP-BROAD-mp-1028386-f95bcbe2bcd6,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1028386, HfMg14Co, spacegroup=P-6m2"
