element_system,composition,phase,functional,cutoff_energy,kpoint_density,pseudopotential,code,formation_energy,formation_energy_uncertainty,cohesive_energy,cohesive_energy_uncertainty,lattice_constant_a,lattice_constant_b,lattice_constant_c,lattice_constant_uncertainty,lattice_distortion,lattice_distortion_uncertainty,temperature,pressure,magnetic_ordering,source_id,source_doi,calculation_date,notes
Nb,"{""Nb"": 33.3, ""O"": 66.7}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.8953,,1.3464,,6.04,10.2486,10.2481,,45.726,,,0.0,,MP-mp-821-0162b69364d2,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-821, NbO2, spacegroup=I4_1/a"
Nb,"{""Nb"": 33.3, ""O"": 66.7}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.8502,,1.3915,,2.9278,4.9773,4.9773,,45.726,,,0.0,,MP-mp-2533-2f7b78b49f62,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-2533, NbO2, spacegroup=P4_2/mnm"
Nb,"{""Nb"": 33.3, ""O"": 66.7}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.6143,,1.6274,,2.9983,,10.1979,,45.726,,,0.0,,MP-mp-25214-fce35e754f90,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-25214, NbO2, spacegroup=P6_3/mmc"
Nb,"{""Nb"": 33.3, ""O"": 66.7}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.8976,,1.344,,6.0405,7.544,7.5432,,45.726,,,0.0,,MP-mp-557057-a0e20f26f2ad,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-557057, NbO2, spacegroup=I4_1/a"
Nb,"{""Nb"": 33.3, ""O"": 66.7}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.5867,,1.6549,,11.6378,,,,45.726,,,0.0,,MP-mp-649729-a9b83aee34c7,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-649729, NbO2, spacegroup=I4_1/a"
Nb,"{""Nb"": 33.3, ""O"": 66.7}",MON,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.845,,1.3967,,6.9434,,6.8972,,45.726,,,0.0,,MP-mp-754698-225255ebb257,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-754698, NbO2, spacegroup=C2/m"
Nb,"{""Nb"": 33.3, ""O"": 66.7}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.8176,,1.424,,5.2744,,,,45.726,,,0.0,,MP-mp-755690-e3710ffadb1d,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-755690, NbO2, spacegroup=I4_1/amd"
Nb,"{""Nb"": 33.3, ""O"": 66.7}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.8256,,1.4161,,5.0562,5.3575,9.9547,,45.726,,,0.0,,MP-mp-776975-3bfb248f440d,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-776975, NbO2, spacegroup=Pbca"
Nb,"{""Nb"": 33.3, ""O"": 66.7}",TRI,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.6898,,1.5519,,11.4509,11.9177,11.5034,,45.726,,,0.0,,MP-mp-1244881-a8c99f4bd6bb,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1244881, NbO2, spacegroup=P1"
Nb,"{""Nb"": 33.3, ""O"": 66.7}",TRI,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.638,,1.6037,,11.3091,11.243,11.5942,,45.726,,,0.0,,MP-mp-1244973-a04deade78f4,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1244973, NbO2, spacegroup=P1"
Nb,"{""Nb"": 33.3, ""O"": 66.7}",TRI,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.6386,,1.6031,,10.7838,11.1567,11.3697,,45.726,,,0.0,,MP-mp-1245189-eb9146fd0fca,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1245189, NbO2, spacegroup=P1"
Nb,"{""Nb"": 25.0, ""O"": 75.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.4594,,1.3681,,6.8849,,,,45.6921,,,0.0,,MP-mp-1179977-dabb0a602a61,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1179977, NbO3, spacegroup=Im-3"
Nb,"{""Nb"": 25.0, ""O"": 75.0}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.6463,,2.1812,,4.7321,,3.7174,,45.6921,,,0.0,,MP-mp-1186241-00832969aecb,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1186241, NbO3, spacegroup=P6_3/mmc"
Nb,"{""Nb"": 25.0, ""O"": 75.0}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.4663,,1.3612,,3.9858,,4.0014,,45.6921,,,0.0,,MP-mp-1220361-62f3ee196621,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1220361, NbO3, spacegroup=P4mm"
Ti,"{""O"": 52.4, ""Ti"": 47.6}",TRI,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.8561,,0.8044,,6.7054,6.8038,10.426,,42.8449,,,0.0,,MP-mp-684733-5ce777cb3d77,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-684733, Ti10O11, spacegroup=P-1"
Ti,"{""O"": 56.5, ""Ti"": 43.5}",MON,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.1376,,0.4298,,12.0732,4.1303,5.0766,,44.0808,,,0.0,,MP-mp-753593-2fe128a41906,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-753593, Ti10O13, spacegroup=C2/m"
Ti,"{""O"": 56.0, ""Ti"": 44.0}",TRI,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.0982,,0.4806,,5.0766,5.1082,10.6993,,43.9415,,,0.0,,MP-mp-759754-ae0d2a0a86d0,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-759754, Ti11O14, spacegroup=P1"
Ti,"{""O"": 56.0, ""Ti"": 44.0}",MON,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.0973,,0.4815,,10.6932,,5.1135,,43.9415,,,0.0,,MP-mp-1101463-f050b2708b53,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1101463, Ti11O14, spacegroup=C2/m"
Ti,"{""O"": 56.0, ""Ti"": 44.0}",TRI,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.9523,,0.6265,,5.0674,5.1119,10.6348,,43.9415,,,0.0,,MP-mp-2739250-12d0b944dedf,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-2739250, Ti11O14, spacegroup=P-1"
Ti,"{""O"": 62.1, ""Ti"": 37.9}",TRI,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.3491,,0.0912,,5.4699,8.7559,7.4419,,45.3971,,,0.0,,MP-mp-760747-71275d40629f,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-760747, Ti11O18, spacegroup=P1"
Ti,"{""O"": 62.9, ""Ti"": 37.1}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.38,,0.0422,,7.6555,13.95,,,45.5447,,,0.0,,MP-mp-656852-1e276d1323cc,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-656852, Ti13O22, spacegroup=Cmce"
Ti,"{""O"": 61.2, ""Ti"": 38.8}",TRI,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.3307,,0.1301,,5.078,5.4647,21.3354,,45.218,,,0.0,,MP-mp-760075-d964fc5b00f6,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-760075, Ti19O30, spacegroup=P1"
Ti,"{""O"": 33.3, ""Ti"": 66.7}",TRIGONAL,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.0356,,2.0585,,2.9541,,4.8223,,34.7389,,,0.0,,MP-mp-1215-41b61e533964,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1215, Ti2O, spacegroup=P-3m1"
Ti,"{""O"": 33.3, ""Ti"": 66.7}",MON,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.9712,,2.1229,,2.9377,4.6496,8.2031,,34.7389,,,0.0,,MP-mp-1217152-0e8606f19061,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1217152, Ti2O, spacegroup=P2/m"
Ti,"{""O"": 33.3, ""Ti"": 66.7}",TRI,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.6991,,2.395,,11.5455,11.0754,10.9315,,34.7389,,,0.0,,MP-mp-1244955-3b7161c7058d,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1244955, Ti2O, spacegroup=P1"
Ti,"{""O"": 33.3, ""Ti"": 66.7}",TRI,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.7123,,2.3818,,10.5779,11.2458,11.5553,,34.7389,,,0.0,,MP-mp-1245066-da8949d1fd68,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1245066, Ti2O, spacegroup=P1"
Ti,"{""O"": 33.3, ""Ti"": 66.7}",TRI,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.7156,,2.3785,,10.8951,10.453,12.2062,,34.7389,,,0.0,,MP-mp-1245186-49e1e3652375,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1245186, Ti2O, spacegroup=P1"
Ti,"{""O"": 33.3, ""Ti"": 66.7}",TRI,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.693,,2.4011,,11.2795,11.3825,11.0032,,34.7389,,,0.0,,MP-mp-1245206-686488ce371c,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1245206, Ti2O, spacegroup=P1"
Ti,"{""O"": 33.3, ""Ti"": 66.7}",TRI,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.712,,2.382,,11.5516,10.9842,11.0793,,34.7389,,,0.0,,MP-mp-1245309-d9019a3b3626,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1245309, Ti2O, spacegroup=P1"
Ti,"{""O"": 60.0, ""Ti"": 40.0}",TRIGONAL,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.3034,,0.1846,,5.4574,,,,44.959,,,0.0,,MP-mp-458-e1aa8292f598,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-458, Ti2O3, spacegroup=R-3c"
Ti,"{""O"": 60.0, ""Ti"": 40.0}",MON,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.2558,,0.2322,,13.2402,2.9746,7.7108,,44.959,,,0.0,,MP-mp-776456-f86577ff8fdf,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-776456, Ti2O3, spacegroup=P2_1/m"
Ti,"{""O"": 60.0, ""Ti"": 40.0}",TRIGONAL,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.2188,,0.2692,,5.151,,9.4769,,44.959,,,0.0,,MP-mp-776655-3aae628b00ae,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-776655, Ti2O3, spacegroup=P-31c"
