element_system,composition,phase,functional,cutoff_energy,kpoint_density,pseudopotential,code,formation_energy,formation_energy_uncertainty,cohesive_energy,cohesive_energy_uncertainty,lattice_constant_a,lattice_constant_b,lattice_constant_c,lattice_constant_uncertainty,lattice_distortion,lattice_distortion_uncertainty,temperature,pressure,magnetic_ordering,source_id,source_doi,calculation_date,notes
Zr,"{""N"": 50.0, ""Zr"": 50.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.9755,,3.6095,,3.2446,,,,36.1702,,,0.0,,MP-mp-1352-04dea0dd2f4f,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1352, ZrN, spacegroup=Fm-3m"
Zr,"{""N"": 50.0, ""Zr"": 50.0}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.527,,4.058,,3.5796,,5.5841,,36.1702,,,0.0,,MP-mp-13126-ceb27e25f1bf,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-13126, ZrN, spacegroup=P6_3mc"
Zr,"{""N"": 50.0, ""Zr"": 50.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.0897,,4.4953,,2.8538,,,,36.1702,,,0.0,,MP-mp-1009836-26e1763eb333,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1009836, ZrN, spacegroup=Pm-3m"
Zr,"{""N"": 50.0, ""Zr"": 50.0}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.6033,,3.9817,,3.1509,,2.9353,,36.1702,,,0.0,,MP-mp-1009838-f543552f0b38,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1009838, ZrN, spacegroup=P-6m2"
Zr,"{""N"": 50.0, ""Zr"": 50.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.6536,,3.9314,,3.529,,,,36.1702,,,0.0,,MP-mp-1009885-123ae244a8de,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1009885, ZrN, spacegroup=F-43m"
Zr,"{""N"": 50.0, ""Zr"": 50.0}",TRIGONAL,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.9264,,3.6586,,3.209,,5.5169,,36.1702,,,0.0,,MP-mp-1014160-7a1232ee65d9,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1014160, ZrN, spacegroup=P-3m1"
Zr,"{""N"": 50.0, ""Zr"": 50.0}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.6323,,3.9527,,3.2166,,5.7094,,36.1702,,,0.0,,MP-mp-1017546-31860fabb700,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1017546, ZrN, spacegroup=P6_3/mmc"
Zr,"{""N"": 50.0, ""Zr"": 50.0}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.9359,,3.6491,,3.1872,,5.4902,,36.1702,,,0.0,,MP-mp-1093992-4bc10e5bbc3a,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1093992, ZrN, spacegroup=P6_3/mmc"
Zr,"{""N"": 66.7, ""Zr"": 33.3}",TRIGONAL,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.2499,,5.113,,3.3988,,4.3707,,38.7778,,,0.0,,MP-mp-1008600-7cea3d112ecf,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1008600, ZrN2, spacegroup=P-3m1"
Zr,"{""N"": 66.7, ""Zr"": 33.3}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.6045,,4.7584,,3.8271,,,,38.7778,,,0.0,,MP-mp-1072543-bbd51b3960a7,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1072543, ZrN2, spacegroup=I4/mmm"
