element_system,composition,phase,functional,cutoff_energy,kpoint_density,pseudopotential,code,formation_energy,formation_energy_uncertainty,cohesive_energy,cohesive_energy_uncertainty,lattice_constant_a,lattice_constant_b,lattice_constant_c,lattice_constant_uncertainty,lattice_distortion,lattice_distortion_uncertainty,temperature,pressure,magnetic_ordering,source_id,source_doi,calculation_date,notes
Fe-Ni,"{""Fe"": 75.0, ""Ni"": 25.0}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0428,,4.3628,,4.4876,,,,0.6901,,,0.0,,MP-BROAD-mp-1007862-643a71ec466e,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1007862, Fe3Ni, spacegroup=I4/mmm"
Cr-Ni,"{""Cr"": 75.0, ""Ni"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1762,,4.3612,,4.0728,,,,1.3638,,,0.0,,MP-BROAD-mp-1008275-7f2d9ab960bd,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1008275, Cr3Ni, spacegroup=Fm-3m"
Cr-Ni,"{""Cr"": 75.0, ""Ni"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1573,,4.3423,,3.5693,,,,1.3638,,,0.0,,MP-BROAD-mp-1008278-b3a3e4b0d8f7,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1008278, Cr3Ni, spacegroup=Pm-3m"
Cr-Ni,"{""Cr"": 75.0, ""Ni"": 25.0}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1904,,4.3754,,4.3861,,,,1.3638,,,0.0,,MP-BROAD-mp-1008284-b9a433b6a2aa,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1008284, Cr3Ni, spacegroup=I4/mmm"
Co-Ni,"{""Co"": 75.0, ""Ni"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.0076,,4.3949,,3.4958,,,,0.3471,,,0.0,,MP-BROAD-mp-1008349-7f356092aa7b,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1008349, Co3Ni, spacegroup=Pm-3m"
Ni,"{""N"": 50.0, ""Ni"": 50.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.9702,,5.6502,,2.5377,,,,24.6231,,,0.0,,MP-BROAD-mp-1009483-9ac2f40f712b,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1009483, NiN, spacegroup=Pm-3m"
Ni,"{""N"": 50.0, ""Ni"": 50.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.4725,,5.1525,,2.8716,,,,24.6231,,,0.0,,MP-BROAD-mp-1009488-b4499ca51375,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1009488, NiN, spacegroup=Fm-3m"
Ni,"{""C"": 50.0, ""Ni"": 50.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,1.0905,,6.9955,,2.8758,,,,23.3831,,,0.0,,MP-BROAD-mp-1009582-83e514c242ee,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1009582, NiC, spacegroup=Fm-3m"
Mg-Ni,"{""Mg"": 50.0, ""Ni"": 50.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.1375,,2.8375,,3.005,4.2589,4.2525,,12.6761,,,0.0,,MP-BROAD-mp-1010953-2bd26dbc7f98,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1010953, MgNi, spacegroup=Pm-3m"
Mg-Ni,"{""Mg"": 87.5, ""Ni"": 12.5}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.0543,,1.9306,,6.1131,,4.8774,,7.6565,,,0.0,,MP-BROAD-mp-1016301-84ddb2746fd5,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1016301, Mg7Ni, spacegroup=P-6m2"
Al-Ni-Ti,"{""Al"": 25.0, ""Ni"": 25.0, ""Ti"": 50.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.2644,,4.1181,,4.3718,,,,6.79,,,0.0,,MP-BROAD-mp-1018016-c71c8192f1e4,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1018016, Ti2AlNi, spacegroup=F-43m"
Mg-Ni,"{""Mg"": 50.0, ""Ni"": 50.0}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.1361,,2.8389,,2.9559,,3.1251,,12.6761,,,0.0,,MP-BROAD-mp-1018140-577317c75e2a,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1018140, MgNi, spacegroup=P4/mmm"
Co-V,"{""Co"": 14.3, ""O"": 57.1, ""V"": 28.6}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.2308,,1.3888,,5.904,,,,38.9679,,,0.0,,MP-BROAD-mp-2758056-5238bf495407,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-2758056, V2CoO4, spacegroup=I4_1/amd"
Co-Mn,"{""Co"": 8.3, ""Mn"": 25.0, ""O"": 66.7}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,-1.4583,,1.3569,,5.7686,,8.6403,,38.1584,,,0.0,,MP-BROAD-mp-773167-709c4bdf5330,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-773167, Mn3CoO8, spacegroup=P6_3mc"
Al-Co-Fe,"{""Al"": 50.0, ""Co"": 25.0, ""Fe"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.4681,,3.3944,,4.0012,,,,6.523,,,0.0,,MP-BROAD-mp-862691-e67ffa9fe09e,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-862691, Al2FeCo, spacegroup=Fm-3m"
Co-Mn-Ti,"{""Co"": 25.0, ""Mn"": 25.0, ""Ti"": 50.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.3789,,3.8736,,4.1801,,,,7.7097,,,0.0,,MP-BROAD-mp-863690-6694a2e57904,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-863690, Ti2MnCo, spacegroup=Fm-3m"
Co-Mn-Si,"{""Co"": 33.3, ""Mn"": 33.3, ""Si"": 33.3}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.178,,3.798,,3.8067,,,,3.5158,,,0.0,,MP-BROAD-mp-961696-23f88ccc28ae,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-961696, MnCoSi, spacegroup=F-43m"
Co-Hf-Mo,"{""Co"": 7.1, ""Hf"": 64.3, ""Mo"": 28.6}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.1597,,6.2434,,8.6569,,8.3687,,7.5667,,,0.0,,MP-BROAD-mp-973612-31d5c9dc2bbb,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-973612, Hf9CoMo4, spacegroup=P6_3/mmc"
Co-Mg,"{""Co"": 25.0, ""Mg"": 75.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1758,,2.4058,,4.6021,,,,10.0201,,,0.0,,MP-BROAD-mp-978276-f9a347b73e08,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-978276, Mg3Co, spacegroup=Fm-3m"
Co-Si-Ti,"{""Co"": 25.0, ""Si"": 25.0, ""Ti"": 50.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.3618,,4.3182,,4.2633,,,,9.9285,,,0.0,,MP-BROAD-mp-999060-1056034b4cd4,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-999060, Ti2CoSi, spacegroup=F-43m"
Co-V,"{""Co"": 50.0, ""V"": 50.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.149,,4.701,,2.8904,,,,3.4749,,,0.0,,MP-BROAD-mp-1002109-c5af2478f172,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1002109, VCo, spacegroup=Pm-3m"
Co-Mo-Zr,"{""Co"": 7.1, ""Mo"": 28.6, ""Zr"": 64.3}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.1251,,6.1558,,8.8069,,8.4443,,7.8375,,,0.0,,MP-BROAD-mp-1005986-79c292e7d20b,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1005986, Zr9CoMo4, spacegroup=P6_3/mmc"
Co-W,"{""Co"": 50.0, ""W"": 50.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.3538,,6.9988,,3.0052,,,,5.303,,,0.0,,MP-BROAD-mp-1007819-99192c2bd0e0,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1007819, CoW, spacegroup=Pm-3m"
Al-Co-Fe-V,"{""Al"": 25.0, ""Co"": 25.0, ""Fe"": 25.0, ""V"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.3942,,3.9483,,4.0522,,,,5.4892,,,0.0,,MP-BROAD-mp-1008530-167c7aff0f2f,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1008530, AlVFeCo, spacegroup=F-43m"
Co,"{""Co"": 50.0, ""N"": 50.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.8724,,5.5274,,2.5213,,,,25.0,,,0.0,,MP-BROAD-mp-1008985-96bbcc96dca2,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1008985, CoN, spacegroup=Pm-3m"
Co,"{""Co"": 50.0, ""N"": 50.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,0.3742,,5.0292,,2.8337,,,,25.0,,,0.0,,MP-BROAD-mp-1009078-0f4584e6c40a,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1009078, CoN, spacegroup=Fm-3m"
Co-Mn,"{""Co"": 50.0, ""Mn"": 50.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.0133,,3.6417,,2.8536,,,,0.7937,,,0.0,,MP-BROAD-mp-1009133-06b6d2fe2a7a,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1009133, MnCo, spacegroup=Pm-3m"
Co-Ta,"{""Co"": 50.0, ""Ta"": 50.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.1018,,6.1432,,3.0684,,,,7.7491,,,0.0,,MP-BROAD-mp-1009826-d44e62c81031,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1009826, TaCo, spacegroup=Pm-3m"
Co-Mg,"{""Co"": 12.5, ""Mg"": 87.5}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,0.1243,,1.9943,,6.1613,,4.9048,,7.4379,,,0.0,,MP-BROAD-mp-1016310-2b38941a0725,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1016310, Mg7Co, spacegroup=P-6m2"
W,"{""O"": 75.0, ""W"": 25.0}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.1845,,1.9755,,3.8826,7.7186,7.7186,,42.894,,,0.0,,MP-BROAD-mp-2235359-21452eb4331a,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-2235359, WO3, spacegroup=P-42_1m"
W,"{""N"": 66.7, ""W"": 33.3}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.3783,,5.867,,5.8686,,6.4636,,31.3173,,,0.0,,MP-BROAD-mp-2675163-edde2ee67b02,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-2675163, WN2, spacegroup=P6_422"
W,"{""N"": 66.7, ""W"": 33.3}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.4013,,5.8441,,6.0703,,8.5845,,31.3173,,,0.0,,MP-BROAD-mp-2679804-06e376262a71,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-2679804, WN2, spacegroup=Fd-3m"
Mg-W,"{""Mg"": 30.0, ""O"": 60.0, ""W"": 10.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.7179,,0.1731,,9.9605,,,,47.776,,,0.0,,MP-BROAD-mp-768489-57a6ffaa0bf1,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-768489, Mg3WO6, spacegroup=Pa-3"
Cr-W,"{""Cr"": 25.0, ""O"": 66.7, ""W"": 8.3}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.1437,,1.3409,,5.9902,,9.1875,,40.0356,,,0.0,,MP-BROAD-mp-773181-404d1b521d9f,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-773181, Cr3WO8, spacegroup=P6_3mc"
W,"{""N"": 66.7, ""W"": 33.3}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.3174,,5.9279,,9.7439,,3.041,,31.3173,,,0.0,,MP-BROAD-mp-776321-099eb3c15a29,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-776321, WN2, spacegroup=P4_2/n"
