element_system,composition,phase,functional,cutoff_energy,kpoint_density,pseudopotential,code,formation_energy,formation_energy_uncertainty,cohesive_energy,cohesive_energy_uncertainty,lattice_constant_a,lattice_constant_b,lattice_constant_c,lattice_constant_uncertainty,lattice_distortion,lattice_distortion_uncertainty,temperature,pressure,magnetic_ordering,source_id,source_doi,calculation_date,notes
Mg-Nb-Si,"{""Mg"": 43.8, ""Nb"": 3.1, ""O"": 50.0, ""Si"": 3.1}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.7243,,-0.3947,,8.6633,,4.3079,,45.1081,,,0.0,,MP-BROAD-mp-1034765-9ee2067f738d,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1034765, Mg14NbSiO16, spacegroup=P4/mmm"
Mg-Nb-Ni,"{""Mg"": 43.8, ""Nb"": 3.1, ""Ni"": 3.1, ""O"": 50.0}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.7757,,-0.452,,8.618,,4.2633,,45.0676,,,0.0,,MP-BROAD-mp-1034805-a8f741efaec3,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1034805, Mg14NbNiO16, spacegroup=P4/mmm"
Co-Mg-Nb,"{""Co"": 3.1, ""Mg"": 43.8, ""Nb"": 3.1, ""O"": 50.0}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.7895,,-0.4673,,8.6163,,4.2718,,45.0641,,,0.0,,MP-BROAD-mp-1035029-7ce47670b49c,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1035029, Mg14NbCoO16, spacegroup=P4/mmm"
Cu-Mg-Nb,"{""Cu"": 3.1, ""Mg"": 43.8, ""Nb"": 3.1, ""O"": 50.0}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.7921,,-0.4978,,8.6384,,4.2561,,45.057,,,0.0,,MP-BROAD-mp-1035359-d7147d28a778,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1035359, Mg14NbCuO16, spacegroup=P4/mmm"
Fe-Mg-Nb,"{""Fe"": 3.1, ""Mg"": 43.8, ""Nb"": 3.1, ""O"": 50.0}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.73,,-0.4113,,8.5905,,4.3026,,45.0612,,,0.0,,MP-BROAD-mp-1035627-560d78d98394,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-1035627, Mg14NbFeO16, spacegroup=P4/mmm"
Mg-Ti-V,"{""Mg"": 14.3, ""O"": 57.1, ""Ti"": 14.3, ""V"": 14.3}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.8755,,0.2665,,5.2339,,,,44.8166,,,0.0,,MP-BROAD-mp-2223135-d019aff9837c,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-2223135, MgTiVO4, spacegroup=I-4m2"
Cr-Mg-Ti,"{""Cr"": 14.3, ""Mg"": 14.3, ""O"": 57.1, ""Ti"": 14.3}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.7425,,0.2264,,5.1212,,,,44.5143,,,0.0,,MP-BROAD-mp-2227107-74742b61477d,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-2227107, MgTiCrO4, spacegroup=I-4m2"
Cr-Mg-Ti,"{""Cr"": 14.3, ""Mg"": 14.3, ""O"": 57.1, ""Ti"": 14.3}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.7651,,0.2038,,5.2096,,,,44.5143,,,0.0,,MP-BROAD-mp-2227419-6a6687359018,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-2227419, MgTiCrO4, spacegroup=I-4m2"
Mg-Ti-V,"{""Mg"": 14.3, ""O"": 57.1, ""Ti"": 14.3, ""V"": 14.3}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.8261,,0.3158,,5.1479,,,,44.8166,,,0.0,,MP-BROAD-mp-2227557-c81d479b6b77,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-2227557, MgTiVO4, spacegroup=I-4m2"
Fe-Si-Ti,"{""Fe"": 33.3, ""Si"": 33.3, ""Ti"": 33.3}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.6389,,3.9432,,7.234,,,,9.6744,,,0.0,,MP-BROAD-mp-2766627-7bda41f25cb2,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-2766627, TiFeSi, spacegroup=P-62m"
Cr-Ti-V,"{""Cr"": 7.1, ""O"": 71.4, ""Ti"": 7.1, ""V"": 14.3}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.2694,,0.9675,,6.6494,,4.4559,,42.1759,,,0.0,,MP-BROAD-mp-773510-a5dfa155be69,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-773510, TiV2CrO10, spacegroup=P-4m2"
Mn-Ti,"{""Mn"": 25.0, ""O"": 66.7, ""Ti"": 8.3}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.1399,,0.7135,,8.2755,,,,40.8366,,,0.0,,MP-BROAD-mp-774302-751e43a0a94e,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-774302, TiMn3O8, spacegroup=P4_332"
Mn-Ti,"{""Mn"": 16.7, ""O"": 66.7, ""Ti"": 16.7}",BCT,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.6006,,0.4179,,3.7824,,9.5413,,42.8808,,,0.0,,MP-BROAD-mp-775296-d48268a4cf44,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-775296, TiMnO4, spacegroup=I-4m2"
Al-Mn-Ti,"{""Al"": 25.0, ""Mn"": 50.0, ""Ti"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.3356,,3.1844,,4.3141,,,,6.6988,,,0.0,,MP-BROAD-mp-865531-81c86a2ca0a4,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-865531, TiMn2Al, spacegroup=Fm-3m"
Co-Mn-Ti,"{""Co"": 50.0, ""Mn"": 25.0, ""Ti"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.2809,,3.8566,,4.1378,,,,7.0791,,,0.0,,MP-BROAD-mp-865537-b487f9d63516,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-865537, TiMnCo2, spacegroup=Fm-3m"
Mn-Si-Ti,"{""Mn"": 50.0, ""Si"": 25.0, ""Ti"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.507,,3.323,,4.0691,,,,8.4149,,,0.0,,MP-BROAD-mp-865652-7ffc61485b73,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-865652, TiMn2Si, spacegroup=Fm-3m"
Mn-Ti-W,"{""Mn"": 50.0, ""Ti"": 25.0, ""W"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.2419,,4.6556,,4.1944,,,,6.2854,,,0.0,,MP-BROAD-mp-865656-f27f661bb16f,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-865656, TiMn2W, spacegroup=Fm-3m"
Mn-Ti-V,"{""Mn"": 50.0, ""Ti"": 25.0, ""V"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.2769,,3.7231,,4.2076,,,,6.1056,,,0.0,,MP-BROAD-mp-865678-482b4c78b2f1,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-865678, TiMn2V, spacegroup=Fm-3m"
Fe-Si-Ti,"{""Fe"": 50.0, ""Si"": 25.0, ""Ti"": 25.0}",BCC,PBE,520.0,8x8x8,PAW_PBE,VASP,-0.6749,,3.8351,,3.993,,,,8.5447,,,0.0,,MP-BROAD-mp-866141-f6cd5d531fa7,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-866141, TiFe2Si, spacegroup=Fm-3m"
