element_system,composition,phase,functional,cutoff_energy,kpoint_density,pseudopotential,code,formation_energy,formation_energy_uncertainty,cohesive_energy,cohesive_energy_uncertainty,lattice_constant_a,lattice_constant_b,lattice_constant_c,lattice_constant_uncertainty,lattice_distortion,lattice_distortion_uncertainty,temperature,pressure,magnetic_ordering,source_id,source_doi,calculation_date,notes
Ti,"{""O"": 66.7, ""Ti"": 33.3}",MON,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.4936,,-0.1576,,3.8273,,5.472,,46.0846,,,0.0,,MP-mp-34688-36c6b954ab46,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-34688, TiO2, spacegroup=C2/c"
Ti,"{""O"": 66.7, ""Ti"": 33.3}",TRIGONAL,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.3584,,-0.0225,,5.5822,,6.0825,,46.0846,,,0.0,,MP-mp-553432-88c8551eee54,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-553432, TiO2, spacegroup=P3_121"
Ti,"{""O"": 66.7, ""Ti"": 33.3}",MON,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.5016,,-0.1657,,3.7669,6.4354,6.6162,,46.0846,,,0.0,,MP-mp-554278-6e0dca817a39,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-554278, TiO2, spacegroup=C2/m"
Ti,"{""O"": 66.7, ""Ti"": 33.3}",MON,PBE,520.0,8x8x8,PAW_PBE,VASP,-2.9756,,0.3603,,3.9073,6.1679,11.4084,,46.0846,,,0.0,,MP-mp-572822-49fceb5114f3,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-572822, TiO2, spacegroup=P2_1/m"
Ti,"{""O"": 66.7, ""Ti"": 33.3}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.1995,,0.1364,,3.1327,5.7447,10.5172,,46.0846,,,0.0,,MP-mp-636827-a1e7492316ae,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-636827, TiO2, spacegroup=Pmm2"
Ti,"{""O"": 66.7, ""Ti"": 33.3}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.1965,,0.1394,,6.5669,,10.4635,,46.0846,,,0.0,,MP-mp-655656-a231be57732f,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-655656, TiO2, spacegroup=Cmm2"
Ti,"{""O"": 66.7, ""Ti"": 33.3}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.4277,,-0.0918,,5.7201,8.7113,3.7068,,46.0846,,,0.0,,MP-mp-754672-f9dae293d994,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-754672, TiO2, spacegroup=Pnma"
Ti,"{""O"": 66.7, ""Ti"": 33.3}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.4718,,-0.1359,,18.7573,4.6815,2.9656,,46.0846,,,0.0,,MP-mp-754769-e33e808eb932,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-754769, TiO2, spacegroup=Pnma"
Ti,"{""O"": 66.7, ""Ti"": 33.3}",HCP,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.3901,,-0.0542,,5.9471,,9.0683,,46.0846,,,0.0,,MP-mp-756587-bdc5badb772e,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-756587, TiO2, spacegroup=P6_3mc"
Ti,"{""O"": 66.7, ""Ti"": 33.3}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.4336,,-0.0977,,8.8829,10.6648,2.9684,,46.0846,,,0.0,,MP-mp-756655-8d41828c0eb5,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-756655, TiO2, spacegroup=Pnma"
Ti,"{""O"": 66.7, ""Ti"": 33.3}",MON,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.4621,,-0.1262,,4.7076,7.2412,2.9683,,46.0846,,,0.0,,MP-mp-766454-ca6633906e78,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-766454, TiO2, spacegroup=C2/m"
Ti,"{""O"": 66.7, ""Ti"": 33.3}",ORT,PBE,520.0,8x8x8,PAW_PBE,VASP,-3.4958,,-0.1599,,4.5443,5.5179,14.8965,,46.0846,,,0.0,,MP-mp-775938-46d793f37e7c,10.1016/j.commatsci.2022.02.002,2026-07-21,"Materials Project mp-775938, TiO2, spacegroup=Pbcn"
